"","Station.Name","Year","Month","Day","Mean.Temp","Total.Precip","Chron.Date","Days.Since.Origin"
"376","HAMILTON RBG CS",2012,1,13,-1.3,0.9,01/13/12,377
"377","HAMILTON RBG CS",2012,1,14,-10.3,0.2,01/14/12,378
"378","HAMILTON RBG CS",2012,1,15,-11.4,0.2,01/15/12,379
"379","HAMILTON RBG CS",2012,1,16,-3.1,2.6,01/16/12,380
"380","HAMILTON RBG CS",2012,1,17,4.6,7.7,01/17/12,381
"381","HAMILTON RBG CS",2012,1,18,-4.1,0.2,01/18/12,382
"382","HAMILTON RBG CS",2012,1,19,-6.3,1.4,01/19/12,383
"383","HAMILTON RBG CS",2012,1,20,-9.1,1.1,01/20/12,384
"384","HAMILTON RBG CS",2012,1,21,-4.3,0.6,01/21/12,385
"385","HAMILTON RBG CS",2012,1,22,-5.3,0,01/22/12,386
"386","HAMILTON RBG CS",2012,1,23,5,7.6,01/23/12,387
"387","HAMILTON RBG CS",2012,1,24,1,0.4,01/24/12,388
"388","HAMILTON RBG CS",2012,1,25,-1,0.9,01/25/12,389
"389","HAMILTON RBG CS",2012,1,26,0.4,2.5,01/26/12,390
"390","HAMILTON RBG CS",2012,1,27,1.8,12.2,01/27/12,391
"391","HAMILTON RBG CS",2012,1,28,0.4,1.3,01/28/12,392
"392","HAMILTON RBG CS",2012,1,29,-2.1,3.4,01/29/12,393
"393","HAMILTON RBG CS",2012,1,30,-3,2.2,01/30/12,394
"394","HAMILTON RBG CS",2012,1,31,3.5,0,01/31/12,395
"395","HAMILTON RBG CS",2012,2,1,6.4,0,02/01/12,396
"396","HAMILTON RBG CS",2012,2,2,0.8,0,02/02/12,397
"397","HAMILTON RBG CS",2012,2,3,1.3,0,02/03/12,398
"398","HAMILTON RBG CS",2012,2,4,0.9,0,02/04/12,399
"399","HAMILTON RBG CS",2012,2,5,1.9,0,02/05/12,400
"400","HAMILTON RBG CS",2012,2,6,3.9,0,02/06/12,401
"401","HAMILTON RBG CS",2012,2,7,-2.1,0,02/07/12,402
"402","HAMILTON RBG CS",2012,2,8,-3.6,0,02/08/12,403
"403","HAMILTON RBG CS",2012,2,9,0,0,02/09/12,404
"404","HAMILTON RBG CS",2012,2,10,-1.2,2.6,02/10/12,405
"405","HAMILTON RBG CS",2012,2,11,-7,4.1,02/11/12,406
"406","HAMILTON RBG CS",2012,2,12,-4.8,0,02/12/12,407
"407","HAMILTON RBG CS",2012,2,13,-2.5,0,02/13/12,408
"408","HAMILTON RBG CS",2012,2,14,0.2,0.6,02/14/12,409
"409","HAMILTON RBG CS",2012,2,15,0.3,0,02/15/12,410
"410","HAMILTON RBG CS",2012,2,16,1.2,1.8,02/16/12,411
"411","HAMILTON RBG CS",2012,2,17,1.4,0.2,02/17/12,412
"412","HAMILTON RBG CS",2012,2,18,0.2,1.7,02/18/12,413
"413","HAMILTON RBG CS",2012,2,19,-2.8,0.2,02/19/12,414
"414","HAMILTON RBG CS",2012,2,20,-2.7,0,02/20/12,415
"415","HAMILTON RBG CS",2012,2,21,-0.5,1.4,02/21/12,416
"416","HAMILTON RBG CS",2012,2,22,3.8,0.2,02/22/12,417
"417","HAMILTON RBG CS",2012,2,23,3.1,0,02/23/12,418
"418","HAMILTON RBG CS",2012,2,24,2.9,8.8,02/24/12,419
"419","HAMILTON RBG CS",2012,2,25,-2,0.6,02/25/12,420
"420","HAMILTON RBG CS",2012,2,26,-2.1,0,02/26/12,421
"421","HAMILTON RBG CS",2012,2,27,3,0,02/27/12,422
"422","HAMILTON RBG CS",2012,2,28,2.2,0,02/28/12,423
"423","HAMILTON RBG CS",2012,2,29,1.6,2.1,02/29/12,424
"424","HAMILTON RBG CS",2012,3,1,2.9,4.5,03/01/12,425
"425","HAMILTON RBG CS",2012,3,2,5.4,5.4,03/02/12,426
"426","HAMILTON RBG CS",2012,3,3,5.7,0,03/03/12,427
"427","HAMILTON RBG CS",2012,3,4,-4.1,0,03/04/12,428
"428","HAMILTON RBG CS",2012,3,5,-7,0,03/05/12,429
"429","HAMILTON RBG CS",2012,3,6,-1.9,0,03/06/12,430
"430","HAMILTON RBG CS",2012,3,7,11.3,0,03/07/12,431
"431","HAMILTON RBG CS",2012,3,8,7.6,4.5,03/08/12,432
"432","HAMILTON RBG CS",2012,3,9,-1.3,0.4,03/09/12,433
"433","HAMILTON RBG CS",2012,3,10,-2.5,0,03/10/12,434
"434","HAMILTON RBG CS",2012,3,11,10.6,0,03/11/12,435
"435","HAMILTON RBG CS",2012,3,12,8.4,4.7,03/12/12,436
"436","HAMILTON RBG CS",2012,3,13,11.7,3.5,03/13/12,437
"437","HAMILTON RBG CS",2012,3,14,9,0,03/14/12,438
"438","HAMILTON RBG CS",2012,3,15,8.1,0.4,03/15/12,439
"439","HAMILTON RBG CS",2012,3,16,12.3,0,03/16/12,440
"440","HAMILTON RBG CS",2012,3,17,6,0,03/17/12,441
"441","HAMILTON RBG CS",2012,3,18,10.6,0,03/18/12,442
"442","HAMILTON RBG CS",2012,3,19,14.6,0,03/19/12,443
"443","HAMILTON RBG CS",2012,3,20,12.1,0,03/20/12,444
"444","HAMILTON RBG CS",2012,3,21,12.8,0,03/21/12,445
"445","HAMILTON RBG CS",2012,3,22,17.8,0,03/22/12,446
"446","HAMILTON RBG CS",2012,3,23,13.6,0,03/23/12,447
"447","HAMILTON RBG CS",2012,3,24,8.7,4.7,03/24/12,448
"448","HAMILTON RBG CS",2012,3,25,12.3,0,03/25/12,449
"449","HAMILTON RBG CS",2012,3,26,1.6,0.2,03/26/12,450
"450","HAMILTON RBG CS",2012,3,27,0.8,0,03/27/12,451
"451","HAMILTON RBG CS",2012,3,28,12.9,0,03/28/12,452
"452","HAMILTON RBG CS",2012,3,29,2.7,0,03/29/12,453
"453","HAMILTON RBG CS",2012,3,30,0.7,3.1,03/30/12,454
"454","HAMILTON RBG CS",2012,3,31,3.9,0.2,03/31/12,455
"455","HAMILTON RBG CS",2012,4,1,4.4,4.7,04/01/12,456
"456","HAMILTON RBG CS",2012,4,2,7.3,0.2,04/02/12,457
"457","HAMILTON RBG CS",2012,4,3,4.9,0,04/03/12,458
"458","HAMILTON RBG CS",2012,4,4,7.6,0,04/04/12,459
"459","HAMILTON RBG CS",2012,4,5,4.4,0,04/05/12,460
"460","HAMILTON RBG CS",2012,4,6,6.3,0,04/06/12,461
"461","HAMILTON RBG CS",2012,4,7,8.7,0,04/07/12,462
"462","HAMILTON RBG CS",2012,4,8,7.1,0,04/08/12,463
"463","HAMILTON RBG CS",2012,4,9,8.7,0,04/09/12,464
"464","HAMILTON RBG CS",2012,4,10,5.8,0,04/10/12,465
"465","HAMILTON RBG CS",2012,4,11,6.4,0,04/11/12,466
"466","HAMILTON RBG CS",2012,4,12,6.9,0,04/12/12,467
"467","HAMILTON RBG CS",2012,4,13,7.7,0,04/13/12,468
"468","HAMILTON RBG CS",2012,4,14,10.2,0,04/14/12,469
"469","HAMILTON RBG CS",2012,4,15,17.3,4.5,04/15/12,470
"470","HAMILTON RBG CS",2012,4,16,17.4,0.2,04/16/12,471
"471","HAMILTON RBG CS",2012,4,18,2.6,0,04/18/12,473
"472","HAMILTON RBG CS",2012,4,19,12.2,0,04/19/12,474
"473","HAMILTON RBG CS",2012,4,20,15.7,3.6,04/20/12,475
"474","HAMILTON RBG CS",2012,4,21,5.7,6.4,04/21/12,476
"475","HAMILTON RBG CS",2012,4,22,5.8,0,04/22/12,477
"476","HAMILTON RBG CS",2012,4,23,4.3,17.6,04/23/12,478
"477","HAMILTON RBG CS",2012,4,24,4.5,1.5,04/24/12,479
"478","HAMILTON RBG CS",2012,4,25,7.7,0,04/25/12,480
"479","HAMILTON RBG CS",2012,4,26,6.7,0.8,04/26/12,481
"480","HAMILTON RBG CS",2012,4,27,5.6,0.2,04/27/12,482
"481","HAMILTON RBG CS",2012,4,28,4.3,0,04/28/12,483
"482","HAMILTON RBG CS",2012,4,29,7.1,0,04/29/12,484
"483","HAMILTON RBG CS",2012,4,30,3.8,5.8,04/30/12,485
"484","HAMILTON RBG CS",2012,5,1,10.6,0,05/01/12,486
"485","HAMILTON RBG CS",2012,5,2,9.9,0,05/02/12,487
"486","HAMILTON RBG CS",2012,5,3,13.3,2.9,05/03/12,488
"487","HAMILTON RBG CS",2012,5,4,19.2,0.5,05/04/12,489
"488","HAMILTON RBG CS",2012,5,5,8.9,0,05/05/12,490
"489","HAMILTON RBG CS",2012,5,6,9.7,0.2,05/06/12,491
"490","HAMILTON RBG CS",2012,5,7,11.6,0.9,05/07/12,492
"491","HAMILTON RBG CS",2012,5,8,15.9,10.5,05/08/12,493
"492","HAMILTON RBG CS",2012,5,9,14.4,1.4,05/09/12,494
"493","HAMILTON RBG CS",2012,5,10,11.9,0,05/10/12,495
"494","HAMILTON RBG CS",2012,5,11,15,0,05/11/12,496
"495","HAMILTON RBG CS",2012,5,12,18.3,0,05/12/12,497
"496","HAMILTON RBG CS",2012,5,13,14,0.2,05/13/12,498
"497","HAMILTON RBG CS",2012,5,14,14.2,0,05/14/12,499
"498","HAMILTON RBG CS",2012,5,15,16.1,0,05/15/12,500
"499","HAMILTON RBG CS",2012,5,16,11.5,0.9,05/16/12,501
"500","HAMILTON RBG CS",2012,5,17,10.2,0,05/17/12,502
"501","HAMILTON RBG CS",2012,5,18,10.5,0,05/18/12,503
"502","HAMILTON RBG CS",2012,5,19,15.3,0,05/19/12,504
"503","HAMILTON RBG CS",2012,5,20,16.6,0,05/20/12,505
"504","HAMILTON RBG CS",2012,5,21,17.8,0,05/21/12,506
"505","HAMILTON RBG CS",2012,5,22,18.3,0,05/22/12,507
"506","HAMILTON RBG CS",2012,5,23,17.4,0,05/23/12,508
"507","HAMILTON RBG CS",2012,5,24,18,0,05/24/12,509
"508","HAMILTON RBG CS",2012,5,25,23.7,0,05/25/12,510
"509","HAMILTON RBG CS",2012,5,26,20.1,0,05/26/12,511
"510","HAMILTON RBG CS",2012,5,27,17,0,05/27/12,512
"511","HAMILTON RBG CS",2012,5,28,23.4,0.2,05/28/12,513
"512","HAMILTON RBG CS",2012,5,29,21.3,0,05/29/12,514
"513","HAMILTON RBG CS",2012,5,30,17.3,0,05/30/12,515
"514","HAMILTON RBG CS",2012,5,31,12.9,0,05/31/12,516
"515","HAMILTON RBG CS",2012,6,1,13.5,36,06/01/12,517
"516","HAMILTON RBG CS",2012,6,2,15.1,0.2,06/02/12,518
"517","HAMILTON RBG CS",2012,6,3,15,1.4,06/03/12,519
"518","HAMILTON RBG CS",2012,6,4,12,0.3,06/04/12,520
"519","HAMILTON RBG CS",2012,6,5,15,0.2,06/05/12,521
"520","HAMILTON RBG CS",2012,6,6,17.6,8.1,06/06/12,522
"521","HAMILTON RBG CS",2012,6,7,18.5,6.2,06/07/12,523
"522","HAMILTON RBG CS",2012,6,8,19.8,0,06/08/12,524
"523","HAMILTON RBG CS",2012,6,9,20.1,6.5,06/09/12,525
"524","HAMILTON RBG CS",2012,6,10,22.6,0,06/10/12,526
"525","HAMILTON RBG CS",2012,6,11,20.8,1.5,06/11/12,527
"526","HAMILTON RBG CS",2012,6,12,19.6,1.9,06/12/12,528
"527","HAMILTON RBG CS",2012,6,13,14.1,0,06/13/12,529
"528","HAMILTON RBG CS",2012,6,14,14.6,0,06/14/12,530
"529","HAMILTON RBG CS",2012,6,15,17.1,0,06/15/12,531
"530","HAMILTON RBG CS",2012,6,16,20.1,0,06/16/12,532
"531","HAMILTON RBG CS",2012,6,17,21.4,0,06/17/12,533
"532","HAMILTON RBG CS",2012,6,18,24,0,06/18/12,534
"533","HAMILTON RBG CS",2012,6,19,27.4,0,06/19/12,535
"534","HAMILTON RBG CS",2012,6,20,28,0,06/20/12,536
"535","HAMILTON RBG CS",2012,6,21,27.2,6.8,06/21/12,537
"536","HAMILTON RBG CS",2012,6,22,20.7,0,06/22/12,538
"537","HAMILTON RBG CS",2012,6,23,20.1,0,06/23/12,539
"538","HAMILTON RBG CS",2012,6,24,19.6,1.4,06/24/12,540
"539","HAMILTON RBG CS",2012,6,25,16.6,0.2,06/25/12,541
"540","HAMILTON RBG CS",2012,6,26,20,0,06/26/12,542
"541","HAMILTON RBG CS",2012,6,27,19.3,0.7,06/27/12,543
"542","HAMILTON RBG CS",2012,6,28,24.3,0,06/28/12,544
"543","HAMILTON RBG CS",2012,6,29,25.3,0,06/29/12,545
"544","HAMILTON RBG CS",2012,6,30,25.1,0,06/30/12,546
"545","HAMILTON RBG CS",2012,7,1,24.2,0,07/01/12,547
"546","HAMILTON RBG CS",2012,7,2,23.2,0,07/02/12,548
"547","HAMILTON RBG CS",2012,7,3,23.7,0,07/03/12,549
"548","HAMILTON RBG CS",2012,7,4,27.2,0,07/04/12,550
"549","HAMILTON RBG CS",2012,7,5,22.8,0,07/05/12,551
"550","HAMILTON RBG CS",2012,7,6,27.9,0,07/06/12,552
"551","HAMILTON RBG CS",2012,7,7,22.5,4.7,07/07/12,553
"552","HAMILTON RBG CS",2012,7,8,23.1,0.3,07/08/12,554
"553","HAMILTON RBG CS",2012,7,9,19.7,0.5,07/09/12,555
"554","HAMILTON RBG CS",2012,7,10,21.1,0.3,07/10/12,556
"555","HAMILTON RBG CS",2012,7,11,20.6,0,07/11/12,557
"556","HAMILTON RBG CS",2012,7,12,23.3,0,07/12/12,558
"557","HAMILTON RBG CS",2012,7,13,24.1,2.4,07/13/12,559
"558","HAMILTON RBG CS",2012,7,14,24.8,0,07/14/12,560
"559","HAMILTON RBG CS",2012,7,17,30.5,0.9,07/17/12,563
"560","HAMILTON RBG CS",2012,7,18,23.5,0,07/18/12,564
"561","HAMILTON RBG CS",2012,7,19,19.6,0,07/19/12,565
"562","HAMILTON RBG CS",2012,7,20,18.4,0.2,07/20/12,566
"563","HAMILTON RBG CS",2012,7,21,20.6,0.2,07/21/12,567
"564","HAMILTON RBG CS",2012,7,22,26.7,4.7,07/22/12,568
"565","HAMILTON RBG CS",2012,7,23,27.6,0,07/23/12,569
"566","HAMILTON RBG CS",2012,7,24,24.5,0,07/24/12,570
"567","HAMILTON RBG CS",2012,7,25,22.4,0,07/25/12,571
"568","HAMILTON RBG CS",2012,7,26,24.8,13.1,07/26/12,572
"569","HAMILTON RBG CS",2012,7,27,22.4,0.4,07/27/12,573
"570","HAMILTON RBG CS",2012,7,28,21.5,0,07/28/12,574
"571","HAMILTON RBG CS",2012,7,29,22.1,0,07/29/12,575
"572","HAMILTON RBG CS",2012,7,30,22.8,0,07/30/12,576
"573","HAMILTON RBG CS",2012,7,31,24.6,9.7,07/31/12,577
"574","HAMILTON RBG CS",2012,8,1,23.3,0,08/01/12,578
"575","HAMILTON RBG CS",2012,8,2,22.1,0,08/02/12,579
"576","HAMILTON RBG CS",2012,8,3,26,0,08/03/12,580
"577","HAMILTON RBG CS",2012,8,5,22.7,3.5,08/05/12,582
"578","HAMILTON RBG CS",2012,8,6,20.5,0.3,08/06/12,583
"579","HAMILTON RBG CS",2012,8,7,23,0,08/07/12,584
"580","HAMILTON RBG CS",2012,8,8,25.2,0,08/08/12,585
"581","HAMILTON RBG CS",2012,8,9,19.6,9.1,08/09/12,586
"582","HAMILTON RBG CS",2012,8,10,21.7,3.4,08/10/12,587
"583","HAMILTON RBG CS",2012,8,11,20.3,8.4,08/11/12,588
"584","HAMILTON RBG CS",2012,8,12,21.4,2.8,08/12/12,589
"585","HAMILTON RBG CS",2012,8,13,22.8,0,08/13/12,590
"586","HAMILTON RBG CS",2012,8,14,18.1,13,08/14/12,591
"587","HAMILTON RBG CS",2012,8,15,20.7,0.8,08/15/12,592
"588","HAMILTON RBG CS",2012,8,16,22.1,0,08/16/12,593
"589","HAMILTON RBG CS",2012,8,17,18.6,2.2,08/17/12,594
"590","HAMILTON RBG CS",2012,8,18,17.4,0,08/18/12,595
"591","HAMILTON RBG CS",2012,8,19,18.9,0,08/19/12,596
"592","HAMILTON RBG CS",2012,8,20,17.8,0,08/20/12,597
"593","HAMILTON RBG CS",2012,8,21,18,0,08/21/12,598
"594","HAMILTON RBG CS",2012,8,22,20.6,0,08/22/12,599
"595","HAMILTON RBG CS",2012,8,23,22.2,0,08/23/12,600
"596","HAMILTON RBG CS",2012,8,24,21.7,0,08/24/12,601
"597","HAMILTON RBG CS",2012,8,25,22.6,0,08/25/12,602
"598","HAMILTON RBG CS",2012,8,26,24.2,0,08/26/12,603
"599","HAMILTON RBG CS",2012,8,27,21.4,4,08/27/12,604
"600","HAMILTON RBG CS",2012,8,28,19.5,0,08/28/12,605
"601","HAMILTON RBG CS",2012,8,29,17,0,08/29/12,606
"602","HAMILTON RBG CS",2012,8,30,20.8,0,08/30/12,607
"603","HAMILTON RBG CS",2012,8,31,25.9,0,08/31/12,608
"604","HAMILTON RBG CS",2012,9,1,20,0,09/01/12,609
"605","HAMILTON RBG CS",2012,9,2,19.3,0,09/02/12,610
"606","HAMILTON RBG CS",2012,9,3,20.9,0,09/03/12,611
"607","HAMILTON RBG CS",2012,9,4,20.4,10.4,09/04/12,612
"608","HAMILTON RBG CS",2012,9,5,21.5,0,09/05/12,613
"609","HAMILTON RBG CS",2012,9,6,22.1,0,09/06/12,614
"610","HAMILTON RBG CS",2012,9,7,21.8,5.3,09/07/12,615
"611","HAMILTON RBG CS",2012,9,8,17.9,27.5,09/08/12,616
"612","HAMILTON RBG CS",2012,9,9,15.2,0.2,09/09/12,617
"613","HAMILTON RBG CS",2012,9,10,15.2,0,09/10/12,618
"614","HAMILTON RBG CS",2012,9,11,16.7,0,09/11/12,619
"615","HAMILTON RBG CS",2012,9,12,21.9,0,09/12/12,620
"616","HAMILTON RBG CS",2012,9,13,22.3,0,09/13/12,621
"617","HAMILTON RBG CS",2012,9,14,15,5.4,09/14/12,622
"618","HAMILTON RBG CS",2012,9,15,14.4,0,09/15/12,623
"619","HAMILTON RBG CS",2012,9,16,16,0,09/16/12,624
"620","HAMILTON RBG CS",2012,9,17,19.1,0,09/17/12,625
"621","HAMILTON RBG CS",2012,9,18,13.3,20.4,09/18/12,626
"622","HAMILTON RBG CS",2012,9,19,12,0,09/19/12,627
"623","HAMILTON RBG CS",2012,9,20,13.4,0,09/20/12,628
"624","HAMILTON RBG CS",2012,9,21,16.1,4.9,09/21/12,629
"625","HAMILTON RBG CS",2012,9,22,12.6,10.6,09/22/12,630
"626","HAMILTON RBG CS",2012,9,23,10.8,0,09/23/12,631
"627","HAMILTON RBG CS",2012,9,24,10.2,0,09/24/12,632
"628","HAMILTON RBG CS",2012,9,25,16.4,0,09/25/12,633
"629","HAMILTON RBG CS",2012,9,26,14.3,0,09/26/12,634
"630","HAMILTON RBG CS",2012,9,27,10.2,0.2,09/27/12,635
"631","HAMILTON RBG CS",2012,9,28,11.9,0,09/28/12,636
"632","HAMILTON RBG CS",2012,9,29,12.3,0.2,09/29/12,637
"633","HAMILTON RBG CS",2012,9,30,13.2,0.7,09/30/12,638
"634","HAMILTON RBG CS",2012,10,1,13.8,0,10/01/12,639
"635","HAMILTON RBG CS",2012,10,2,14.2,0,10/02/12,640
"636","HAMILTON RBG CS",2012,10,3,17.6,0,10/03/12,641
"637","HAMILTON RBG CS",2012,10,4,18.7,0.2,10/04/12,642
"638","HAMILTON RBG CS",2012,10,5,13.9,7.8,10/05/12,643
"639","HAMILTON RBG CS",2012,10,6,9.1,1.4,10/06/12,644
"640","HAMILTON RBG CS",2012,10,7,5.2,0,10/07/12,645
"641","HAMILTON RBG CS",2012,10,8,7.7,0,10/08/12,646
"642","HAMILTON RBG CS",2012,10,9,8.4,0,10/09/12,647
"643","HAMILTON RBG CS",2012,10,10,7.7,1.1,10/10/12,648
"644","HAMILTON RBG CS",2012,10,11,7.7,0.7,10/11/12,649
"645","HAMILTON RBG CS",2012,10,12,4,0.2,10/12/12,650
"646","HAMILTON RBG CS",2012,10,13,5,8.4,10/13/12,651
"647","HAMILTON RBG CS",2012,10,14,18.8,7.5,10/14/12,652
"648","HAMILTON RBG CS",2012,10,15,12.6,0.2,10/15/12,653
"649","HAMILTON RBG CS",2012,10,16,7.4,0.2,10/16/12,654
"650","HAMILTON RBG CS",2012,10,17,11.2,0.4,10/17/12,655
"651","HAMILTON RBG CS",2012,10,18,13.1,0.6,10/18/12,656
"652","HAMILTON RBG CS",2012,10,19,9.7,3.4,10/19/12,657
"653","HAMILTON RBG CS",2012,10,20,10,4.3,10/20/12,658
"654","HAMILTON RBG CS",2012,10,21,11.4,0,10/21/12,659
"655","HAMILTON RBG CS",2012,10,22,13.1,1.3,10/22/12,660
"656","HAMILTON RBG CS",2012,10,23,10.2,21.6,10/23/12,661
"657","HAMILTON RBG CS",2012,10,24,10.2,1.1,10/24/12,662
"658","HAMILTON RBG CS",2012,10,25,12,0.2,10/25/12,663
"659","HAMILTON RBG CS",2012,10,26,12.9,1.3,10/26/12,664
"660","HAMILTON RBG CS",2012,10,27,7.1,21.9,10/27/12,665
"661","HAMILTON RBG CS",2012,10,28,5.1,9.7,10/28/12,666
"662","HAMILTON RBG CS",2012,10,29,5.1,16.5,10/29/12,667
"663","HAMILTON RBG CS",2012,10,30,8.9,9.4,10/30/12,668
"664","HAMILTON RBG CS",2012,10,31,7.1,6.6,10/31/12,669
"665","HAMILTON RBG CS",2012,11,1,6.6,0.5,11/01/12,670
"666","HAMILTON RBG CS",2012,11,3,4.4,0,11/03/12,672
"667","HAMILTON RBG CS",2012,11,4,3.6,0,11/04/12,673
"668","HAMILTON RBG CS",2012,11,5,0.1,0,11/05/12,674
"669","HAMILTON RBG CS",2012,11,6,1.1,0,11/06/12,675
"670","HAMILTON RBG CS",2012,11,7,1.9,0,11/07/12,676
"671","HAMILTON RBG CS",2012,11,8,2,0,11/08/12,677
"672","HAMILTON RBG CS",2012,11,9,5.7,0,11/09/12,678
"673","HAMILTON RBG CS",2012,11,10,6.7,0,11/10/12,679
"674","HAMILTON RBG CS",2012,11,11,12.9,0,11/11/12,680
"675","HAMILTON RBG CS",2012,11,12,11.9,6.1,11/12/12,681
"676","HAMILTON RBG CS",2012,11,13,2.6,0,11/13/12,682
"677","HAMILTON RBG CS",2012,11,14,2.4,0,11/14/12,683
"678","HAMILTON RBG CS",2012,11,15,2.3,0,11/15/12,684
"679","HAMILTON RBG CS",2012,11,16,3.9,0,11/16/12,685
"680","HAMILTON RBG CS",2012,11,17,3.5,0,11/17/12,686
"681","HAMILTON RBG CS",2012,11,18,4.3,0,11/18/12,687
"682","HAMILTON RBG CS",2012,11,19,3.7,0,11/19/12,688
"683","HAMILTON RBG CS",2012,11,20,4.4,0,11/20/12,689
"684","HAMILTON RBG CS",2012,11,21,6.4,0,11/21/12,690
"685","HAMILTON RBG CS",2012,11,22,9,0,11/22/12,691
"686","HAMILTON RBG CS",2012,11,23,6.9,0,11/23/12,692
"687","HAMILTON RBG CS",2012,11,24,1.1,0,11/24/12,693
"688","HAMILTON RBG CS",2012,11,25,0.1,0,11/25/12,694
"689","HAMILTON RBG CS",2012,11,26,0.7,0,11/26/12,695
"690","HAMILTON RBG CS",2012,11,27,0.2,0,11/27/12,696
"691","HAMILTON RBG CS",2012,11,28,0.4,0,11/28/12,697
"692","HAMILTON RBG CS",2012,11,29,3.2,0,11/29/12,698
"693","HAMILTON RBG CS",2012,11,30,-1.3,4.2,11/30/12,699
"694","HAMILTON RBG CS",2012,12,1,-0.1,0,12/01/12,700
"695","HAMILTON RBG CS",2012,12,2,7.1,12.1,12/02/12,701
"696","HAMILTON RBG CS",2012,12,3,7.7,0,12/03/12,702
"697","HAMILTON RBG CS",2012,12,4,12.4,5.1,12/04/12,703
"698","HAMILTON RBG CS",2012,12,5,-0.2,0,12/05/12,704
"699","HAMILTON RBG CS",2012,12,6,-3.2,0,12/06/12,705
"700","HAMILTON RBG CS",2012,12,7,3.2,0,12/07/12,706
"701","HAMILTON RBG CS",2012,12,8,3.6,2.6,12/08/12,707
"702","HAMILTON RBG CS",2012,12,9,0.6,9.6,12/09/12,708
"703","HAMILTON RBG CS",2012,12,10,2.7,7.2,12/10/12,709
"704","HAMILTON RBG CS",2012,12,11,-0.5,0.2,12/11/12,710
"705","HAMILTON RBG CS",2012,12,12,0.6,0,12/12/12,711
"706","HAMILTON RBG CS",2012,12,13,2.4,0,12/13/12,712
"707","HAMILTON RBG CS",2012,12,14,2.4,0,12/14/12,713
"708","HAMILTON RBG CS",2012,12,15,0.7,0,12/15/12,714
"709","HAMILTON RBG CS",2012,12,16,5.7,7.5,12/16/12,715
"710","HAMILTON RBG CS",2012,12,17,6.3,0,12/17/12,716
"711","HAMILTON RBG CS",2012,12,18,3,0.9,12/18/12,717
"712","HAMILTON RBG CS",2012,12,19,2.1,0,12/19/12,718
"713","HAMILTON RBG CS",2012,12,20,1.8,7.4,12/20/12,719
"714","HAMILTON RBG CS",2012,12,21,2.8,2.3,12/21/12,720
"715","HAMILTON RBG CS",2012,12,22,0.6,0,12/22/12,721
"716","HAMILTON RBG CS",2012,12,23,0.5,0,12/23/12,722
"717","HAMILTON RBG CS",2012,12,24,-1.2,0,12/24/12,723
"718","HAMILTON RBG CS",2012,12,25,0.6,0,12/25/12,724
"719","HAMILTON RBG CS",2012,12,26,-2.8,10.7,12/26/12,725
"720","HAMILTON RBG CS",2012,12,27,-2.8,1.2,12/27/12,726
"721","HAMILTON RBG CS",2012,12,28,-3.8,0,12/28/12,727
"722","HAMILTON RBG CS",2012,12,29,-4.1,4.6,12/29/12,728
"723","HAMILTON RBG CS",2012,12,30,-3.9,0,12/30/12,729
"724","HAMILTON RBG CS",2012,12,31,-3.3,0,12/31/12,730
"725","HAMILTON RBG CS",2013,1,1,-5.2,0,01/01/13,731
"726","HAMILTON RBG CS",2013,1,2,-6,0,01/02/13,732
"727","HAMILTON RBG CS",2013,1,3,-4,0.2,01/03/13,733
"728","HAMILTON RBG CS",2013,1,4,-1.1,0,01/04/13,734
"729","HAMILTON RBG CS",2013,1,5,-1.4,0,01/05/13,735
"730","HAMILTON RBG CS",2013,1,6,0.5,1,01/06/13,736
"731","HAMILTON RBG CS",2013,1,7,-3.9,0,01/07/13,737
"732","HAMILTON RBG CS",2013,1,9,3,0,01/09/13,739
"733","HAMILTON RBG CS",2013,1,10,2.7,0,01/10/13,740
"734","HAMILTON RBG CS",2013,1,11,5.4,6,01/11/13,741
"735","HAMILTON RBG CS",2013,1,12,10.9,0.2,01/12/13,742
"736","HAMILTON RBG CS",2013,1,13,10.3,42.3,01/13/13,743
"737","HAMILTON RBG CS",2013,1,14,0.6,0.8,01/14/13,744
"738","HAMILTON RBG CS",2013,1,15,-3.1,0,01/15/13,745
"739","HAMILTON RBG CS",2013,1,16,-0.3,0,01/16/13,746
"740","HAMILTON RBG CS",2013,1,17,-4.3,1.7,01/17/13,747
"741","HAMILTON RBG CS",2013,1,18,-5.2,0.2,01/18/13,748
"742","HAMILTON RBG CS",2013,1,19,5.6,0,01/19/13,749
"743","HAMILTON RBG CS",2013,1,20,-1.1,1.1,01/20/13,750
"744","HAMILTON RBG CS",2013,1,21,-9,0,01/21/13,751
"745","HAMILTON RBG CS",2013,1,22,-12.3,0,01/22/13,752
"746","HAMILTON RBG CS",2013,1,23,-13.7,0.2,01/23/13,753
"747","HAMILTON RBG CS",2013,1,24,-11.6,0,01/24/13,754
"748","HAMILTON RBG CS",2013,1,25,-11.1,0.9,01/25/13,755
"749","HAMILTON RBG CS",2013,1,26,-6.7,0,01/26/13,756
"750","HAMILTON RBG CS",2013,1,27,-7.7,0.2,01/27/13,757
"751","HAMILTON RBG CS",2013,1,28,0.5,10.1,01/28/13,758
"752","HAMILTON RBG CS",2013,1,29,5.7,23.9,01/29/13,759
"753","HAMILTON RBG CS",2013,1,30,10.9,4,01/30/13,760
"754","HAMILTON RBG CS",2013,1,31,0.2,2.2,01/31/13,761
